,feature_combination,best_n_neighbors,best_cv_score
3924,"('age', 'sex', 'cp', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7918461120200251
3925,"('age', 'sex', 'cp', 'exang', 'oldpeak', 'ca', 'thal')",15,0.8043980845834392
3926,"('age', 'sex', 'cp', 'exang', 'slope', 'ca', 'thal')",13,0.8091229185256644
3927,"('age', 'sex', 'cp', 'oldpeak', 'slope', 'ca', 'thal')",11,0.7913827509044901
3928,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach')",17,0.6955851326792095
3929,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'exang')",15,0.7319842323961316
3930,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak')",15,0.6951778050582859
3931,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'slope')",17,0.7036356225631588
3932,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'ca')",17,0.7519556716130418
3933,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'thal')",13,0.7379526876773255
3934,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'exang')",3,0.7606586627408848
3935,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak')",17,0.730275289791216
3936,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'slope')",9,0.7264563522332401
3937,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'ca')",19,0.7827383099991796
3938,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'thal')",13,0.7632262981248488
3939,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak')",19,0.7379725265552878
3940,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'slope')",13,0.7432157891946681
3941,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'ca')",3,0.7678135051800192
3942,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'thal')",19,0.7509426531600445
3943,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope')",17,0.7198806720841888
3944,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'oldpeak', 'ca')",5,0.7704114581071103
3945,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'oldpeak', 'thal')",19,0.758419232940972
3946,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'slope', 'ca')",9,0.7666831071293314
3947,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'slope', 'thal')",17,0.7506127656562439
3948,"('age', 'sex', 'trestbps', 'chol', 'fbs', 'ca', 'thal')",17,0.7795383848572255
3949,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'exang')",17,0.7389804135590452
3950,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak')",7,0.7395994097153518
3951,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'slope')",17,0.719191245623661
3952,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'ca')",5,0.7649184088401599
3953,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'thal')",17,0.7756257188865885
3954,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak')",15,0.735669719145246
3955,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'slope')",13,0.7436280569163864
3956,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'ca')",1,0.7622034676062135
3957,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'thal')",9,0.7543449256057951
3958,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope')",17,0.719206179700459
3959,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak', 'ca')",13,0.765017036640225
3960,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak', 'thal')",19,0.7667288918565927
3961,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'slope', 'ca')",9,0.7443164427257349
3962,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'slope', 'thal')",9,0.7543114496882614
3963,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'ca', 'thal')",13,0.7799875804338047
3964,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak')",11,0.7476685586474375
3965,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'slope')",11,0.7702999330245708
3966,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'ca')",5,0.8030142243692968
3967,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'thal')",13,0.7588856433421651
3968,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak', 'slope')",13,0.7342097848318949
3969,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak', 'ca')",5,0.8124357391062196
3970,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak', 'thal')",15,0.763735148909062
3971,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'slope', 'ca')",9,0.7878590357575865
3972,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'slope', 'thal')",17,0.7682028985507247
3973,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'ca', 'thal')",5,0.8086342279647205
3974,"('age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope')",19,0.7491992715875248
3975,"('age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak', 'ca')",3,0.7859669979912491
3976,"('age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak', 'thal')",13,0.7593284396762658
3977,"('age', 'sex', 'trestbps', 'chol', 'exang', 'slope', 'ca')",1,0.7812971764973411
3978,"('age', 'sex', 'trestbps', 'chol', 'exang', 'slope', 'thal')",5,0.7634370122630993
3979,"('age', 'sex', 'trestbps', 'chol', 'exang', 'ca', 'thal')",9,0.7919726152594192
3980,"('age', 'sex', 'trestbps', 'chol', 'oldpeak', 'slope', 'ca')",17,0.7540070251809381
3981,"('age', 'sex', 'trestbps', 'chol', 'oldpeak', 'slope', 'thal')",19,0.7667841771754815
3982,"('age', 'sex', 'trestbps', 'chol', 'oldpeak', 'ca', 'thal')",5,0.7904957825320145
3983,"('age', 'sex', 'trestbps', 'chol', 'slope', 'ca', 'thal')",19,0.7829339066730372
3984,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang')",19,0.7564297389617757
3985,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak')",19,0.7332730212808858
3986,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thalach', 'slope')",17,0.7312067586621362
3987,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thalach', 'ca')",19,0.7581024623312953
3988,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thalach', 'thal')",11,0.7760513844716743
3989,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak')",19,0.742997697034547
3990,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'exang', 'slope')",19,0.730205371654647
3991,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'exang', 'ca')",13,0.744615354862557
3992,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'exang', 'thal')",15,0.7624210786529627
3993,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope')",11,0.702041567664756
3994,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'ca')",7,0.7700529469322703
3995,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'thal')",5,0.7707061738583478
3996,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'slope', 'ca')",19,0.7545787899700943
3997,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'slope', 'thal')",5,0.7502958522958523
3998,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'ca', 'thal')",9,0.770772434278155
3999,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak')",17,0.7472318357970532
4000,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'exang', 'slope')",17,0.77398642742121
4001,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'exang', 'ca')",3,0.7896119579491051
4002,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'exang', 'thal')",17,0.7843045288045287
4003,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'slope')",7,0.7203398630355152
4004,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'ca')",9,0.7904655806944136
4005,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'thal')",19,0.7789933877180253
4006,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'slope', 'ca')",11,0.7695824465389683
4007,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'slope', 'thal')",19,0.7378463565420087
4008,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'ca', 'thal')",19,0.8143635132982959
4009,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'oldpeak', 'slope')",5,0.7376008504511884
4010,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'oldpeak', 'ca')",5,0.7772023520902052
4011,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'oldpeak', 'thal')",17,0.775674882283578
4012,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'slope', 'ca')",9,0.769058515386746
4013,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'slope', 'thal')",17,0.7720666467188205
4014,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'ca', 'thal')",19,0.812967355299163
4015,"('age', 'sex', 'trestbps', 'fbs', 'oldpeak', 'slope', 'ca')",19,0.7631405162343378
4016,"('age', 'sex', 'trestbps', 'fbs', 'oldpeak', 'slope', 'thal')",15,0.7541116626402667
4017,"('age', 'sex', 'trestbps', 'fbs', 'oldpeak', 'ca', 'thal')",15,0.7875475556169682
4018,"('age', 'sex', 'trestbps', 'fbs', 'slope', 'ca', 'thal')",11,0.7807142143953738
4019,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak')",9,0.7706651067806674
4020,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'exang', 'slope')",13,0.7429173061479146
4021,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'exang', 'ca')",13,0.7735913644495538
4022,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'exang', 'thal')",13,0.7500335534031186
4023,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'slope')",11,0.7363268609924492
4024,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'ca')",13,0.7998798920942323
4025,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'thal')",15,0.8057634901330554
4026,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'slope', 'ca')",19,0.7798088026898096
4027,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'slope', 'thal')",5,0.783748447204969
4028,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'ca', 'thal')",17,0.7846113987998046
4029,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope')",19,0.75335375574506
4030,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'oldpeak', 'ca')",13,0.785983911394221
4031,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'oldpeak', 'thal')",5,0.7589459437644029
4032,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'slope', 'ca')",11,0.7791363189738476
4033,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'slope', 'thal')",5,0.7634384633080286
4034,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'ca', 'thal')",19,0.7840650579750503
4035,"('age', 'sex', 'trestbps', 'restecg', 'oldpeak', 'slope', 'ca')",9,0.7495436004973883
4036,"('age', 'sex', 'trestbps', 'restecg', 'oldpeak', 'slope', 'thal')",9,0.7712735380561468
4037,"('age', 'sex', 'trestbps', 'restecg', 'oldpeak', 'ca', 'thal')",19,0.8003407314394468
4038,"('age', 'sex', 'trestbps', 'restecg', 'slope', 'ca', 'thal')",19,0.7753271221532092
4039,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'oldpeak', 'slope')",17,0.7617404812042494
4040,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'oldpeak', 'ca')",5,0.8045946185915674
4041,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'oldpeak', 'thal')",17,0.7808544643762035
4042,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'slope', 'ca')",15,0.7916028906257739
4043,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'slope', 'thal')",3,0.7624958402898907
4044,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'ca', 'thal')",19,0.8224858662539821
4045,"('age', 'sex', 'trestbps', 'thalach', 'oldpeak', 'slope', 'ca')",13,0.7757722647722647
4046,"('age', 'sex', 'trestbps', 'thalach', 'oldpeak', 'slope', 'thal')",11,0.7632104272539055
4047,"('age', 'sex', 'trestbps', 'thalach', 'oldpeak', 'ca', 'thal')",13,0.7958570715382309
4048,"('age', 'sex', 'trestbps', 'thalach', 'slope', 'ca', 'thal')",13,0.7975896132852655
4049,"('age', 'sex', 'trestbps', 'exang', 'oldpeak', 'slope', 'ca')",19,0.7798956031679144
4050,"('age', 'sex', 'trestbps', 'exang', 'oldpeak', 'slope', 'thal')",15,0.762931778366561
4051,"('age', 'sex', 'trestbps', 'exang', 'oldpeak', 'ca', 'thal')",9,0.7954318000839741
4052,"('age', 'sex', 'trestbps', 'exang', 'slope', 'ca', 'thal')",19,0.7928927187737256
4053,"('age', 'sex', 'trestbps', 'oldpeak', 'slope', 'ca', 'thal')",19,0.7792954581650234
4054,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'exang')",19,0.7430390683983361
4055,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak')",17,0.7438059438498692
4056,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'slope')",11,0.7116780626780627
4057,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'ca')",3,0.7828935664442911
4058,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thalach', 'thal')",19,0.7925817236976658
4059,"('age', 'sex', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak')",9,0.7430663515947468
4060,"('age', 'sex', 'chol', 'fbs', 'restecg', 'exang', 'slope')",9,0.7249850045708168
4061,"('age', 'sex', 'chol', 'fbs', 'restecg', 'exang', 'ca')",3,0.7794084181658364
4062,"('age', 'sex', 'chol', 'fbs', 'restecg', 'exang', 'thal')",17,0.7671426270991489
4063,"('age', 'sex', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope')",9,0.6990625307515547
4064,"('age', 'sex', 'chol', 'fbs', 'restecg', 'oldpeak', 'ca')",3,0.7563314195120397
4065,"('age', 'sex', 'chol', 'fbs', 'restecg', 'oldpeak', 'thal')",17,0.744805390259479
4066,"('age', 'sex', 'chol', 'fbs', 'restecg', 'slope', 'ca')",3,0.7699803009658083
4067,"('age', 'sex', 'chol', 'fbs', 'restecg', 'slope', 'thal')",19,0.7629659531078294
4068,"('age', 'sex', 'chol', 'fbs', 'restecg', 'ca', 'thal')",9,0.7876734280212541
4069,"('age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak')",19,0.7398221337781294
4070,"('age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'slope')",13,0.7649441094120728
4071,"('age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'ca')",9,0.7993844869545177
4072,"('age', 'sex', 'chol', 'fbs', 'thalach', 'exang', 'thal')",15,0.7717400586531021
4073,"('age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope')",15,0.7331687699818897
4074,"('age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca')",7,0.7994943684934479
4075,"('age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak', 'thal')",19,0.7754300047778309
4076,"('age', 'sex', 'chol', 'fbs', 'thalach', 'slope', 'ca')",3,0.785372873465697
4077,"('age', 'sex', 'chol', 'fbs', 'thalach', 'slope', 'thal')",15,0.7805130821942416
4078,"('age', 'sex', 'chol', 'fbs', 'thalach', 'ca', 'thal')",9,0.8349627388178114
4079,"('age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak', 'slope')",9,0.7661712969182919
4080,"('age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak', 'ca')",9,0.7909379332080186
4081,"('age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak', 'thal')",17,0.7802768546536663
4082,"('age', 'sex', 'chol', 'fbs', 'exang', 'slope', 'ca')",17,0.7864956380173771
4083,"('age', 'sex', 'chol', 'fbs', 'exang', 'slope', 'thal')",11,0.7592072275550537
4084,"('age', 'sex', 'chol', 'fbs', 'exang', 'ca', 'thal')",19,0.8015315602272123
4085,"('age', 'sex', 'chol', 'fbs', 'oldpeak', 'slope', 'ca')",9,0.7867999709418474
4086,"('age', 'sex', 'chol', 'fbs', 'oldpeak', 'slope', 'thal')",9,0.7673872214741781
4087,"('age', 'sex', 'chol', 'fbs', 'oldpeak', 'ca', 'thal')",11,0.7944543031906688
4088,"('age', 'sex', 'chol', 'fbs', 'slope', 'ca', 'thal')",9,0.8051463505763987
4089,"('age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak')",19,0.7631706105407938
4090,"('age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'slope')",9,0.77753776550878
4091,"('age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'ca')",13,0.7770507318743858
4092,"('age', 'sex', 'chol', 'restecg', 'thalach', 'exang', 'thal')",15,0.7620802780150606
4093,"('age', 'sex', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope')",15,0.7447408554341404
4094,"('age', 'sex', 'chol', 'restecg', 'thalach', 'oldpeak', 'ca')",15,0.7849724714362396
4095,"('age', 'sex', 'chol', 'restecg', 'thalach', 'oldpeak', 'thal')",9,0.7795677831082102
4096,"('age', 'sex', 'chol', 'restecg', 'thalach', 'slope', 'ca')",17,0.7840574718950004
4097,"('age', 'sex', 'chol', 'restecg', 'thalach', 'slope', 'thal')",5,0.7718338537468972
4098,"('age', 'sex', 'chol', 'restecg', 'thalach', 'ca', 'thal')",17,0.8062215320910973
4099,"('age', 'sex', 'chol', 'restecg', 'exang', 'oldpeak', 'slope')",9,0.7605799170741963
4100,"('age', 'sex', 'chol', 'restecg', 'exang', 'oldpeak', 'ca')",11,0.7909339838660326
4101,"('age', 'sex', 'chol', 'restecg', 'exang', 'oldpeak', 'thal')",9,0.7709469941142789
4102,"('age', 'sex', 'chol', 'restecg', 'exang', 'slope', 'ca')",13,0.7828199482806653
4103,"('age', 'sex', 'chol', 'restecg', 'exang', 'slope', 'thal')",7,0.7708997186388491
4104,"('age', 'sex', 'chol', 'restecg', 'exang', 'ca', 'thal')",19,0.796364863263414
4105,"('age', 'sex', 'chol', 'restecg', 'oldpeak', 'slope', 'ca')",19,0.7819202994729937
4106,"('age', 'sex', 'chol', 'restecg', 'oldpeak', 'slope', 'thal')",9,0.76745998124259
4107,"('age', 'sex', 'chol', 'restecg', 'oldpeak', 'ca', 'thal')",13,0.774500458444457
4108,"('age', 'sex', 'chol', 'restecg', 'slope', 'ca', 'thal')",13,0.7884758729701521
4109,"('age', 'sex', 'chol', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7789630235572266
4110,"('age', 'sex', 'chol', 'thalach', 'exang', 'oldpeak', 'ca')",5,0.8162981173284575
4111,"('age', 'sex', 'chol', 'thalach', 'exang', 'oldpeak', 'thal')",15,0.7800397680687536
4112,"('age', 'sex', 'chol', 'thalach', 'exang', 'slope', 'ca')",17,0.7962355691600543
4113,"('age', 'sex', 'chol', 'thalach', 'exang', 'slope', 'thal')",7,0.7715365142104273
4114,"('age', 'sex', 'chol', 'thalach', 'exang', 'ca', 'thal')",7,0.8132492522027228
4115,"('age', 'sex', 'chol', 'thalach', 'oldpeak', 'slope', 'ca')",19,0.8054422588739903
4116,"('age', 'sex', 'chol', 'thalach', 'oldpeak', 'slope', 'thal')",19,0.7713793586981994
4117,"('age', 'sex', 'chol', 'thalach', 'oldpeak', 'ca', 'thal')",9,0.8383769235115535
4118,"('age', 'sex', 'chol', 'thalach', 'slope', 'ca', 'thal')",11,0.8225059899842508
4119,"('age', 'sex', 'chol', 'exang', 'oldpeak', 'slope', 'ca')",5,0.7979172270429273
4120,"('age', 'sex', 'chol', 'exang', 'oldpeak', 'slope', 'thal')",9,0.7931303581013726
4121,"('age', 'sex', 'chol', 'exang', 'oldpeak', 'ca', 'thal')",13,0.805121812814414
4122,"('age', 'sex', 'chol', 'exang', 'slope', 'ca', 'thal')",1,0.8031529731473149
4123,"('age', 'sex', 'chol', 'oldpeak', 'slope', 'ca', 'thal')",13,0.7875014140106299
4124,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak')",17,0.759641087420645
4125,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'exang', 'slope')",9,0.75197235635794
4126,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'exang', 'ca')",3,0.7700755032862664
4127,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'exang', 'thal')",15,0.7887191246756464
4128,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope')",9,0.7241939928026884
4129,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca')",9,0.7819706189790094
4130,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal')",19,0.7761452342611762
4131,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'slope', 'ca')",3,0.7789923184705793
4132,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'slope', 'thal')",19,0.7711241844575178
4133,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'ca', 'thal')",19,0.7931119605032648
4134,"('age', 'sex', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope')",19,0.7362213787286251
4135,"('age', 'sex', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca')",19,0.7755726506451145
4136,"('age', 'sex', 'fbs', 'restecg', 'exang', 'oldpeak', 'thal')",15,0.7716683751031578
4137,"('age', 'sex', 'fbs', 'restecg', 'exang', 'slope', 'ca')",1,0.7711009585884354
4138,"('age', 'sex', 'fbs', 'restecg', 'exang', 'slope', 'thal')",5,0.7735520656396402
4139,"('age', 'sex', 'fbs', 'restecg', 'exang', 'ca', 'thal')",13,0.8095571739049999
4140,"('age', 'sex', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca')",5,0.7608181376213413
4141,"('age', 'sex', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal')",5,0.7583299888517281
4142,"('age', 'sex', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal')",3,0.7827413268427762
4143,"('age', 'sex', 'fbs', 'restecg', 'slope', 'ca', 'thal')",19,0.7757203259491589
4144,"('age', 'sex', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope')",5,0.7521562007504036
4145,"('age', 'sex', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca')",11,0.7989504800060179
4146,"('age', 'sex', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal')",15,0.7843747991139295
4147,"('age', 'sex', 'fbs', 'thalach', 'exang', 'slope', 'ca')",17,0.7870437717327956
4148,"('age', 'sex', 'fbs', 'thalach', 'exang', 'slope', 'thal')",11,0.7630162011901142
4149,"('age', 'sex', 'fbs', 'thalach', 'exang', 'ca', 'thal')",9,0.8087125028942804
4150,"('age', 'sex', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca')",5,0.7861356965607997
4151,"('age', 'sex', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal')",9,0.7630605915823307
4152,"('age', 'sex', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal')",9,0.795893354271915
4153,"('age', 'sex', 'fbs', 'thalach', 'slope', 'ca', 'thal')",15,0.8014038146501914
4154,"('age', 'sex', 'fbs', 'exang', 'oldpeak', 'slope', 'ca')",1,0.7801070413408949
4155,"('age', 'sex', 'fbs', 'exang', 'oldpeak', 'slope', 'thal')",17,0.758634205453664
4156,"('age', 'sex', 'fbs', 'exang', 'oldpeak', 'ca', 'thal')",19,0.8055935267094686
4157,"('age', 'sex', 'fbs', 'exang', 'slope', 'ca', 'thal')",1,0.8082685808423993
4158,"('age', 'sex', 'fbs', 'oldpeak', 'slope', 'ca', 'thal')",15,0.7753637811463898
4159,"('age', 'sex', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7649668676522223
4160,"('age', 'sex', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",19,0.8076507401248714
4161,"('age', 'sex', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",7,0.788459706959707
